track,track_label,feature_set,threshold_method,threshold_label,threshold,mechanism_category,avoidability_class,evidence_basis,fp_count,fp_share,source_rows_cv_only,unsupported_feature_mechanisms
dynamic_csi,Temporary CSI,raw,fpr1,CV FPR <= 1%,0.265872091054916,borderline_score_only_ambiguous,ambiguous_score_only,FP is close to the threshold but not inside the stricter 0.01 near-threshold band.,39,0.05652173913043478,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
dynamic_csi,Temporary CSI,raw,fpr1,CV FPR <= 1%,0.265872091054916,potentially_avoidable_near_threshold,potentially_avoidable_upper_bound,FP is within 0.01 probability points above the decision threshold; small threshold raise would remove it but may lose TPs.,169,0.24492753623188407,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
dynamic_csi,Temporary CSI,raw,fpr1,CV FPR <= 1%,0.265872091054916,structurally_ambiguous_high_score_tp_overlap,structurally_ambiguous_lower_bound,FP score is at or above the TP median for the same CV model/threshold.,249,0.36086956521739133,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
dynamic_csi,Temporary CSI,raw,fpr1,CV FPR <= 1%,0.265872091054916,structurally_ambiguous_lower_tp_score_overlap,structurally_ambiguous_lower_bound,FP score falls inside the lower TP score range for the same CV model/threshold.,233,0.33768115942028987,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
dynamic_csi,Temporary CSI,raw,fpr3,CV FPR <= 3%,0.217117547988892,borderline_score_only_ambiguous,ambiguous_score_only,FP is close to the threshold but not inside the stricter 0.01 near-threshold band.,250,0.120598166907863,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
dynamic_csi,Temporary CSI,raw,fpr3,CV FPR <= 3%,0.217117547988892,potentially_avoidable_near_threshold,potentially_avoidable_upper_bound,FP is within 0.01 probability points above the decision threshold; small threshold raise would remove it but may lose TPs.,376,0.18137964302942594,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
dynamic_csi,Temporary CSI,raw,fpr3,CV FPR <= 3%,0.217117547988892,structurally_ambiguous_high_score_tp_overlap,structurally_ambiguous_lower_bound,FP score is at or above the TP median for the same CV model/threshold.,967,0.4664737095996141,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
dynamic_csi,Temporary CSI,raw,fpr3,CV FPR <= 3%,0.217117547988892,structurally_ambiguous_lower_tp_score_overlap,structurally_ambiguous_lower_bound,FP score falls inside the lower TP score range for the same CV model/threshold.,480,0.23154848046309695,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
dynamic_csi,Temporary CSI,raw,fpr5,CV FPR <= 5%,0.186501175165176,borderline_score_only_ambiguous,ambiguous_score_only,FP is close to the threshold but not inside the stricter 0.01 near-threshold band.,444,0.12884503772489844,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
dynamic_csi,Temporary CSI,raw,fpr5,CV FPR <= 5%,0.186501175165176,potentially_avoidable_near_threshold,potentially_avoidable_upper_bound,FP is within 0.01 probability points above the decision threshold; small threshold raise would remove it but may lose TPs.,480,0.13929193267556586,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
dynamic_csi,Temporary CSI,raw,fpr5,CV FPR <= 5%,0.186501175165176,structurally_ambiguous_high_score_tp_overlap,structurally_ambiguous_lower_bound,FP score is at or above the TP median for the same CV model/threshold.,1408,0.4085896691816599,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
dynamic_csi,Temporary CSI,raw,fpr5,CV FPR <= 5%,0.186501175165176,structurally_ambiguous_lower_tp_score_overlap,structurally_ambiguous_lower_bound,FP score falls inside the lower TP score range for the same CV model/threshold.,955,0.2771329077190946,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
dynamic_csi,Temporary CSI,raw,fpr5,CV FPR <= 5%,0.186501175165176,unresolved_score_only_false_positive,unresolved_without_features,Available score/key metadata do not identify a supported mechanism.,159,0.0461404526987812,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
dynamic_csi,Temporary CSI,raw,youden,CV Youden J,0.0501871220767498,borderline_score_only_ambiguous,ambiguous_score_only,FP is close to the threshold but not inside the stricter 0.01 near-threshold band.,1857,0.1016698603887216,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
dynamic_csi,Temporary CSI,raw,youden,CV Youden J,0.0501871220767498,potentially_avoidable_near_threshold,potentially_avoidable_upper_bound,FP is within 0.01 probability points above the decision threshold; small threshold raise would remove it but may lose TPs.,2065,0.11305776074459349,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
dynamic_csi,Temporary CSI,raw,youden,CV Youden J,0.0501871220767498,structurally_ambiguous_high_score_tp_overlap,structurally_ambiguous_lower_bound,FP score is at or above the TP median for the same CV model/threshold.,4865,0.2663564193813304,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
dynamic_csi,Temporary CSI,raw,youden,CV Youden J,0.0501871220767498,structurally_ambiguous_lower_tp_score_overlap,structurally_ambiguous_lower_bound,FP score falls inside the lower TP score range for the same CV model/threshold.,5012,0.2744045989597591,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
dynamic_csi,Temporary CSI,raw,youden,CV Youden J,0.0501871220767498,unresolved_score_only_false_positive,unresolved_without_features,Available score/key metadata do not identify a supported mechanism.,4466,0.2445113605255954,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
dynamic_csi,Temporary CSI,raw_plus_latent,fpr1,CV FPR <= 1%,0.267428815364838,borderline_score_only_ambiguous,ambiguous_score_only,FP is close to the threshold but not inside the stricter 0.01 near-threshold band.,31,0.04492753623188406,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
dynamic_csi,Temporary CSI,raw_plus_latent,fpr1,CV FPR <= 1%,0.267428815364838,potentially_avoidable_near_threshold,potentially_avoidable_upper_bound,FP is within 0.01 probability points above the decision threshold; small threshold raise would remove it but may lose TPs.,134,0.19420289855072465,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
dynamic_csi,Temporary CSI,raw_plus_latent,fpr1,CV FPR <= 1%,0.267428815364838,structurally_ambiguous_high_score_tp_overlap,structurally_ambiguous_lower_bound,FP score is at or above the TP median for the same CV model/threshold.,303,0.4391304347826087,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
dynamic_csi,Temporary CSI,raw_plus_latent,fpr1,CV FPR <= 1%,0.267428815364838,structurally_ambiguous_lower_tp_score_overlap,structurally_ambiguous_lower_bound,FP score falls inside the lower TP score range for the same CV model/threshold.,222,0.3217391304347826,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
dynamic_csi,Temporary CSI,raw_plus_latent,fpr3,CV FPR <= 3%,0.211419641971588,borderline_score_only_ambiguous,ambiguous_score_only,FP is close to the threshold but not inside the stricter 0.01 near-threshold band.,221,0.10733365711510442,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
dynamic_csi,Temporary CSI,raw_plus_latent,fpr3,CV FPR <= 3%,0.211419641971588,potentially_avoidable_near_threshold,potentially_avoidable_upper_bound,FP is within 0.01 probability points above the decision threshold; small threshold raise would remove it but may lose TPs.,342,0.16610004856726565,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
dynamic_csi,Temporary CSI,raw_plus_latent,fpr3,CV FPR <= 3%,0.211419641971588,structurally_ambiguous_high_score_tp_overlap,structurally_ambiguous_lower_bound,FP score is at or above the TP median for the same CV model/threshold.,917,0.44536182612918895,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
dynamic_csi,Temporary CSI,raw_plus_latent,fpr3,CV FPR <= 3%,0.211419641971588,structurally_ambiguous_lower_tp_score_overlap,structurally_ambiguous_lower_bound,FP score falls inside the lower TP score range for the same CV model/threshold.,579,0.28120446818844097,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
dynamic_csi,Temporary CSI,raw_plus_latent,fpr5,CV FPR <= 5%,0.178807958960533,borderline_score_only_ambiguous,ambiguous_score_only,FP is close to the threshold but not inside the stricter 0.01 near-threshold band.,418,0.12105415580654504,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
dynamic_csi,Temporary CSI,raw_plus_latent,fpr5,CV FPR <= 5%,0.178807958960533,potentially_avoidable_near_threshold,potentially_avoidable_upper_bound,FP is within 0.01 probability points above the decision threshold; small threshold raise would remove it but may lose TPs.,477,0.13814074717636837,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
dynamic_csi,Temporary CSI,raw_plus_latent,fpr5,CV FPR <= 5%,0.178807958960533,structurally_ambiguous_high_score_tp_overlap,structurally_ambiguous_lower_bound,FP score is at or above the TP median for the same CV model/threshold.,1467,0.42484795829713295,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
dynamic_csi,Temporary CSI,raw_plus_latent,fpr5,CV FPR <= 5%,0.178807958960533,structurally_ambiguous_lower_tp_score_overlap,structurally_ambiguous_lower_bound,FP score falls inside the lower TP score range for the same CV model/threshold.,833,0.24123950188242108,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
dynamic_csi,Temporary CSI,raw_plus_latent,fpr5,CV FPR <= 5%,0.178807958960533,unresolved_score_only_false_positive,unresolved_without_features,Available score/key metadata do not identify a supported mechanism.,258,0.07471763683753258,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
dynamic_csi,Temporary CSI,raw_plus_latent,youden,CV Youden J,0.0415444411337376,borderline_score_only_ambiguous,ambiguous_score_only,FP is close to the threshold but not inside the stricter 0.01 near-threshold band.,1838,0.09898750538560964,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
dynamic_csi,Temporary CSI,raw_plus_latent,youden,CV Youden J,0.0415444411337376,potentially_avoidable_near_threshold,potentially_avoidable_upper_bound,FP is within 0.01 probability points above the decision threshold; small threshold raise would remove it but may lose TPs.,2255,0.12144549763033176,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
dynamic_csi,Temporary CSI,raw_plus_latent,youden,CV Youden J,0.0415444411337376,structurally_ambiguous_high_score_tp_overlap,structurally_ambiguous_lower_bound,FP score is at or above the TP median for the same CV model/threshold.,4612,0.24838431710469625,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
dynamic_csi,Temporary CSI,raw_plus_latent,youden,CV Youden J,0.0415444411337376,structurally_ambiguous_lower_tp_score_overlap,structurally_ambiguous_lower_bound,FP score falls inside the lower TP score range for the same CV model/threshold.,5170,0.278436018957346,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
dynamic_csi,Temporary CSI,raw_plus_latent,youden,CV Youden J,0.0415444411337376,unresolved_score_only_false_positive,unresolved_without_features,Available score/key metadata do not identify a supported mechanism.,4693,0.25274666092201636,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
permanent_csi,Permanent CSI,raw,fpr1,CV FPR <= 1%,0.240544259548187,borderline_score_only_ambiguous,ambiguous_score_only,FP is close to the threshold but not inside the stricter 0.01 near-threshold band.,56,0.08034433285509325,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
permanent_csi,Permanent CSI,raw,fpr1,CV FPR <= 1%,0.240544259548187,potentially_avoidable_near_threshold,potentially_avoidable_upper_bound,FP is within 0.01 probability points above the decision threshold; small threshold raise would remove it but may lose TPs.,165,0.23672883787661406,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
permanent_csi,Permanent CSI,raw,fpr1,CV FPR <= 1%,0.240544259548187,structurally_ambiguous_high_score_tp_overlap,structurally_ambiguous_lower_bound,FP score is at or above the TP median for the same CV model/threshold.,297,0.4261119081779053,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
permanent_csi,Permanent CSI,raw,fpr1,CV FPR <= 1%,0.240544259548187,structurally_ambiguous_lower_tp_score_overlap,structurally_ambiguous_lower_bound,FP score falls inside the lower TP score range for the same CV model/threshold.,179,0.2568149210903874,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
permanent_csi,Permanent CSI,raw,fpr3,CV FPR <= 3%,0.187758460640907,borderline_score_only_ambiguous,ambiguous_score_only,FP is close to the threshold but not inside the stricter 0.01 near-threshold band.,286,0.1367112810707457,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
permanent_csi,Permanent CSI,raw,fpr3,CV FPR <= 3%,0.187758460640907,potentially_avoidable_near_threshold,potentially_avoidable_upper_bound,FP is within 0.01 probability points above the decision threshold; small threshold raise would remove it but may lose TPs.,350,0.16730401529636713,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
permanent_csi,Permanent CSI,raw,fpr3,CV FPR <= 3%,0.187758460640907,structurally_ambiguous_high_score_tp_overlap,structurally_ambiguous_lower_bound,FP score is at or above the TP median for the same CV model/threshold.,876,0.4187380497131931,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
permanent_csi,Permanent CSI,raw,fpr3,CV FPR <= 3%,0.187758460640907,structurally_ambiguous_lower_tp_score_overlap,structurally_ambiguous_lower_bound,FP score falls inside the lower TP score range for the same CV model/threshold.,580,0.27724665391969405,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
permanent_csi,Permanent CSI,raw,fpr5,CV FPR <= 5%,0.156471073627472,borderline_score_only_ambiguous,ambiguous_score_only,FP is close to the threshold but not inside the stricter 0.01 near-threshold band.,404,0.11602527283170591,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
permanent_csi,Permanent CSI,raw,fpr5,CV FPR <= 5%,0.156471073627472,potentially_avoidable_near_threshold,potentially_avoidable_upper_bound,FP is within 0.01 probability points above the decision threshold; small threshold raise would remove it but may lose TPs.,506,0.14531878230901782,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
permanent_csi,Permanent CSI,raw,fpr5,CV FPR <= 5%,0.156471073627472,structurally_ambiguous_high_score_tp_overlap,structurally_ambiguous_lower_bound,FP score is at or above the TP median for the same CV model/threshold.,1353,0.38856978747846066,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
permanent_csi,Permanent CSI,raw,fpr5,CV FPR <= 5%,0.156471073627472,structurally_ambiguous_lower_tp_score_overlap,structurally_ambiguous_lower_bound,FP score falls inside the lower TP score range for the same CV model/threshold.,931,0.26737507179781733,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
permanent_csi,Permanent CSI,raw,fpr5,CV FPR <= 5%,0.156471073627472,unresolved_score_only_false_positive,unresolved_without_features,Available score/key metadata do not identify a supported mechanism.,288,0.08271108558299828,True,"label-window, macro/sector distress, and balance-sheet distress mechanisms not assigned without row-level CV features or timing evidence"
